"type","severity","norm_severity","smell","quality"
"io.kubernetes.client.openapi.models.V1alpha1StorageVersionList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha1StorageVersionList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1alpha2PodSchedulingContextList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha2PodSchedulingContextList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1alpha2ResourceClaimList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha2ResourceClaimList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1alpha2ResourceClaimTemplateList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha2ResourceClaimTemplateList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1alpha2ResourceClassList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha2ResourceClassList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1APIServiceList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1APIServiceList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1beta2FlowSchemaList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta2FlowSchemaList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1beta2PriorityLevelConfigurationList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta2PriorityLevelConfigurationList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1beta3FlowSchemaList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta3FlowSchemaList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1beta3PriorityLevelConfigurationList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta3PriorityLevelConfigurationList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1CertificateSigningRequestList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CertificateSigningRequestList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1ClusterRoleBindingList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ClusterRoleBindingList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1ClusterRoleList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ClusterRoleList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1ComponentStatusList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ComponentStatusList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1ConfigMapList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ConfigMapList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1ControllerRevisionList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ControllerRevisionList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1CronJobList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CronJobList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1CSIDriverList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CSIDriverList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1CSINodeList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CSINodeList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1CSIStorageCapacityList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CSIStorageCapacityList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1CustomResourceDefinitionList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CustomResourceDefinitionList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1DaemonSetList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1DaemonSetList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1DeploymentList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1DeploymentList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1EndpointSliceList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1EndpointSliceList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1EndpointsList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1EndpointsList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1HorizontalPodAutoscalerList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1HorizontalPodAutoscalerList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1IngressClassList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1IngressClassList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1IngressList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1IngressList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1JobList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1JobList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1LeaseList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1LeaseList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1LimitRangeList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1LimitRangeList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1MutatingWebhookConfigurationList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1MutatingWebhookConfigurationList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1NamespaceList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NamespaceList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1NetworkPolicyList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NetworkPolicyList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1NodeList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NodeList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1PersistentVolumeClaimList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PersistentVolumeClaimList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1PersistentVolumeList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PersistentVolumeList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1PodDisruptionBudgetList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PodDisruptionBudgetList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1PodList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PodList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1PodTemplateList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PodTemplateList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1PriorityClassList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PriorityClassList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1ReplicaSetList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ReplicaSetList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1ReplicationControllerList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ReplicationControllerList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1ResourceQuotaList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ResourceQuotaList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1RoleBindingList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1RoleBindingList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1RoleList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1RoleList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1RuntimeClassList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1RuntimeClassList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1SecretList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1SecretList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1ServiceAccountList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ServiceAccountList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1ServiceList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ServiceList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1StatefulSetList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1StatefulSetList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1StorageClassList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1StorageClassList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1ValidatingWebhookConfigurationList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ValidatingWebhookConfigurationList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1VolumeAttachmentList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1VolumeAttachmentList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V2HorizontalPodAutoscalerList","12,269","1.0856817531207854","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V2HorizontalPodAutoscalerList","12,269","1.0856817531207854","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1APIResourceList","12,263","1.085632747331102","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1APIResourceList","12,263","1.085632747331102","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1alpha2ResourceClaimStatus","12,256","1.0855837415414187","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha2ResourceClaimStatus","12,256","1.0855837415414187","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1VolumeAttachmentStatus","12,251","1.0855475198707831","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1VolumeAttachmentStatus","12,251","1.0855475198707831","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1alpha1ValidatingAdmissionPolicyBindingSpec","12,249","1.0855347357517353","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha1ValidatingAdmissionPolicyBindingSpec","12,249","1.0855347357517353","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1beta1ValidatingAdmissionPolicyBindingSpec","12,249","1.0855347357517353","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta1ValidatingAdmissionPolicyBindingSpec","12,249","1.0855347357517353","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1beta2FlowSchemaSpec","12,249","1.0855347357517353","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta2FlowSchemaSpec","12,249","1.0855347357517353","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1beta3FlowSchemaSpec","12,249","1.0855347357517353","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta3FlowSchemaSpec","12,249","1.0855347357517353","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1PodAffinityTerm","12,249","1.0855347357517353","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PodAffinityTerm","12,249","1.0855347357517353","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1ConfigMapVolumeSource","12,243","1.085485729962052","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ConfigMapVolumeSource","12,243","1.085485729962052","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1CSINodeDriver","12,243","1.085485729962052","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CSINodeDriver","12,243","1.085485729962052","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1SecretVolumeSource","12,243","1.085485729962052","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1SecretVolumeSource","12,243","1.085485729962052","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1ReplicationControllerSpec","12,239","1.0854580310374484","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ReplicationControllerSpec","12,239","1.0854580310374484","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1TokenReviewStatus","12,236","1.0854367241723686","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1TokenReviewStatus","12,236","1.0854367241723686","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1EndpointSubset","12,031","1.0839314840860592","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1EndpointSubset","12,031","1.0839314840860592","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1beta2PolicyRulesWithSubjects","12,025","1.0838824782963759","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta2PolicyRulesWithSubjects","12,025","1.0838824782963759","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1beta3PolicyRulesWithSubjects","12,025","1.0838824782963759","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta3PolicyRulesWithSubjects","12,025","1.0838824782963759","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1ResourceRequirements","12,007","1.0837546734244174","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ResourceRequirements","12,007","1.0837546734244174","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1PodDNSConfig","11,991","1.083637449347959","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PodDNSConfig","11,991","1.083637449347959","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1alpha1StorageVersionStatus","11,870","1.0827439422713403","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha1StorageVersionStatus","11,870","1.0827439422713403","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1CustomResourceDefinitionStatus","11,843","1.0825479191126068","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CustomResourceDefinitionStatus","11,843","1.0825479191126068","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1ResourceQuotaSpec","11,839","1.0825216660109906","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ResourceQuotaSpec","11,839","1.0825216660109906","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1IngressLoadBalancerIngress","11,708","1.0815517597568407","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1IngressLoadBalancerIngress","11,708","1.0815517597568407","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1LoadBalancerIngress","11,708","1.0815517597568407","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1LoadBalancerIngress","11,708","1.0815517597568407","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1APIGroupList","11,701","1.0815027539671573","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1APIGroupList","11,701","1.0815027539671573","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1PodFailurePolicyRule","11,701","1.0815027539671573","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PodFailurePolicyRule","11,701","1.0815027539671573","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1PodFailurePolicyOnExitCodesRequirement","11,693","1.0814430281609806","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PodFailurePolicyOnExitCodesRequirement","11,693","1.0814430281609806","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1ConfigMapProjection","11,688","1.0814047423877906","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ConfigMapProjection","11,688","1.0814047423877906","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1SecretProjection","11,688","1.0814047423877906","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1SecretProjection","11,688","1.0814047423877906","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V2HPAScalingRules","11,688","1.0814047423877906","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V2HPAScalingRules","11,688","1.0814047423877906","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1alpha1ValidatingAdmissionPolicyStatus","11,681","1.0813557365981072","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha1ValidatingAdmissionPolicyStatus","11,681","1.0813557365981072","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1alpha2AllocationResult","11,681","1.0813557365981072","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha2AllocationResult","11,681","1.0813557365981072","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1beta1ValidatingAdmissionPolicyStatus","11,681","1.0813557365981072","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta1ValidatingAdmissionPolicyStatus","11,681","1.0813557365981072","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1TokenRequestSpec","11,679","1.0813450165816139","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1TokenRequestSpec","11,679","1.0813450165816139","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1LabelSelectorRequirement","11,674","1.0813067308084237","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1LabelSelectorRequirement","11,674","1.0813067308084237","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1NodeSelectorRequirement","11,674","1.0813067308084237","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NodeSelectorRequirement","11,674","1.0813067308084237","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1ScopedResourceSelectorRequirement","11,674","1.0813067308084237","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ScopedResourceSelectorRequirement","11,674","1.0813067308084237","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1CronJobStatus","11,668","1.0812577250187405","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CronJobStatus","11,668","1.0812577250187405","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1GitRepoVolumeSource","11,545","1.0803542038004896","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1GitRepoVolumeSource","11,545","1.0803542038004896","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1ResourceFieldSelector","11,545","1.0803542038004896","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ResourceFieldSelector","11,545","1.0803542038004896","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1StatusCause","11,545","1.0803542038004896","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1StatusCause","11,545","1.0803542038004896","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1alpha2ResourceClaimSpec","11,538","1.0803051980108063","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha2ResourceClaimSpec","11,538","1.0803051980108063","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1EnvVar","11,538","1.0803051980108063","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1EnvVar","11,538","1.0803051980108063","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1alpha2ResourceClaimParametersReference","11,531","1.080256192221123","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha2ResourceClaimParametersReference","11,531","1.080256192221123","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1beta2PriorityLevelConfigurationSpec","11,531","1.080256192221123","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta2PriorityLevelConfigurationSpec","11,531","1.080256192221123","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1beta3PriorityLevelConfigurationSpec","11,531","1.080256192221123","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1beta3PriorityLevelConfigurationSpec","11,531","1.080256192221123","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1CrossVersionObjectReference","11,531","1.080256192221123","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CrossVersionObjectReference","11,531","1.080256192221123","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1CustomResourceSubresourceScale","11,531","1.080256192221123","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CustomResourceSubresourceScale","11,531","1.080256192221123","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1EnvFromSource","11,531","1.080256192221123","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1EnvFromSource","11,531","1.080256192221123","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1TypedLocalObjectReference","11,531","1.080256192221123","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1TypedLocalObjectReference","11,531","1.080256192221123","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V2CrossVersionObjectReference","11,531","1.080256192221123","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V2CrossVersionObjectReference","11,531","1.080256192221123","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.ApiregistrationV1ServiceReference","11,525","1.0802071864314395","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.ApiregistrationV1ServiceReference","11,525","1.0802071864314395","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1Affinity","11,525","1.0802071864314395","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1Affinity","11,525","1.0802071864314395","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1ConfigMapKeySelector","11,525","1.0802071864314395","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ConfigMapKeySelector","11,525","1.0802071864314395","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1ContainerState","11,525","1.0802071864314395","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ContainerState","11,525","1.0802071864314395","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1HTTPIngressPath","11,525","1.0802071864314395","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1HTTPIngressPath","11,525","1.0802071864314395","Multifaceted Abstraction","Cohesion"
